,Title,PatentNumber,publishDate,language,pages,region,na
4612," Quantitative analysis of a biochemical compound such as glucose, in body a body fluid such as blood, comprising detecting enhanced electron transfer between an oxidase and a DNA-immobilized electrode, useful for diagnosis of disease.",EP1018646-A2,2000,English,4,World,EP
4613," New spatially aligned conjugated composition having a thioether bond linkage, useful as an immunogen or vaccine against virus, bacteria (e.g. rickettsiae or chlamydiae), protozoa, fungal or parasitic infectious agents.",US6086881-A,2000,English,7,World,US
4614, Production of a high-purity oligonucleotides comprises subjecting oligonucleotides synthesized from dimer blocks to ion-exchange chromatography.,US6087491-A,2000,English,8,World,US
4615," Sequencing of nucleic acids, e.g. DNA, RNA or peptide nucleic acids, using a label which is an excimer or exciplex.",WO200037674-A1,2000,English,2,World,WO
4616," Novel method for marking organic liquids, e.g. crude oil or chemical wastes, comprising adding a lipophilized oligonucleotide that is specific to the owner and/or provenance of the liquid.",DE19860546-A1,2000,German,4,World,DE
4617," New plant polynucleotides encoding polypeptides involved in the production and modification of isoprenoids, useful in forestry and agriculture for manipulation of isoprenoid metabolism.",WO200036081-A2,2000,English,4,World,WO
4618, Treating cancers occurring on compartmentalized regions of the body such as the subarachnoid space comprises administration of temozolomide.,WO200033823-A2,2000,English,6,World,WO
4619," New angiogenesis-inhibiting protein receptors, useful in methods for treating diseases and processes that are mediated by angiogenesis, such as solid tumors, psoriasis, scleroderma and myocardial angiogenesis.",WO200032631-A2,2000,English,0,World,WO
4620," Composition for prevention of alloimmunization or immunosuppression of a response elicited by alloimmunization or an autoimmune hemolytic disease, comprises an epitope of a rhesus protein.",WO200032632-A2,2000,English,0,World,WO
4621, Detecting target oligonucleotide in a sample for genetic analysis and tissue matching involves contacting the sample with verification oligonucleotides and sensor device carrying capturing oligonucleotides.,WO200032813-A1,2000,English,5,World,WO
4622," Detecting target nucleic acid sequences, useful in diagnostic medicine and molecular biology research, by initiating an electron transfer by applying nucleic acids that are covalently bound to electron donor/acceptor moieties.",US6071699-A,2000,English,0,World,US
4623," Preparing optimally fluorescent oligonucleotides by annealing a primer and a template oligonucleotide, initiating complementary strand synthesis and isolating the oligonucleotide.",US6072043-A,2000,English,7,World,US
4624," Reagent used in modified immunoassays, especially radioimmunoassays, and immunohistochemistry, comprises a phage having affinity for a target molecule.",WO200031537-A1,2000,English,0,World,WO
4625," Peptides that antagonize binding of transforming growth factor beta1, useful for treatment of liver disease, especially cirrhosis, are partial sequences of the factor or its receptors.",WO200031135-A1,2000,Spanish,5,World,WO
4626," Antibody specific to a domain of a gastrointestinal (GIT) targeting agent such as ZElan033, ZElan088 and ZElan053, useful for detecting, quantitating and locating GIT targeting agents.",WO200031546-A1,2000,English,8,World,WO
4627, Determining the length of amino acid residues and identifying immunobiologically-active linear peptide epitopes of a protein antigen comprises applying a custom negative cosine fit algorithm to a protein hydropathy scale.,US6070126-A,2000,English,9,World,US
4628, Chito-oligosaccharide derivatives expectable for newly developing applications.,JP2000143704-A,2000,Japanese,4,World,JP
4629, Novel nucleic acids encoding wth3 protein useful for inhibiting multiple drug resistance in tumor cells for identifying the modulators of drug resistance.,WO200029625-A1,2000,English,2,World,WO
4630, Method for determining a mimetope sequence for a receptor comprising determining the activity of test sequences of a library towards the receptor.,WO200029851-A1,2000,English,3,World,WO
4631," New isolated cDNA sequence encoding the mature human lactoferrin protein, useful for generating higher amounts of lactoferrin in bovine milk, which are beneficial and safe for human consumption.",US6066725-A,2000,English,9,World,US
4632, Novel method for producing an array of molecules immobilized on a substrate.,WO200027521-A1,2000,English,9,World,WO
4633," Peptide having a defined sequence is used in vaccines for conferring immunity against autoimmune disease or inflammatory disorders, especially arthritis.",WO200027870-A1,2000,English,6,World,WO
4634," Vancoresmycin, a novel antibiotic, useful for treatment of bacterial infections.",WO200028064-A1,2000,English,7,World,WO
4635, Stent useful for inhibiting restenosis of vessels has receptors for medicinal agents.,DE19853067-A1,2000,German,3,World,DE
4636," New compositions comprising a Notch function manipulating agent for promoting cell growth without inhibiting differentiation of progenitor into osteoblasts, especially useful for treating bone deficiency, e.g. osteoporosis.",WO200025809-A1,2000,English,5,World,WO
4637," New cDNA encoding rat and human opioid growth factor receptors which modulate cell growth, useful for treating cancer.",WO200026340-A2,2000,English,1,World,WO
4638," Method for synthesis of peptide having immunoglobulin G binding, immunomodulatory and antitumor properties.",IN183869-B,2000,English,0,World,IN
4639," Production of double-stranded DNA comprising removing the terminal homopolymer, useful for determining a nucleotide sequence.",EP1006180-A1,2000,English,1,World,EP
4640," Preparing achiral nuclear factor-kappaB specific aptamers for generating high binding, nuclease resistant aptamers that retain their specificity comprises synthesizing amplifying random phosphodiester oligonucleotide combinatorial library.",WO200024404-A1,2000,English,3,World,WO
4641, DNA repair assay involves immobilizing amino-functional DNA molecules on an amino-functional solid-phase matrix via reaction with a quadratic acid ester.,DE19850680-A1,2000,German,0,World,DE
4642," Vaccine consisting of tyrosine-related protein 2 (TRP2) peptides, useful for treatment of melanoma.",WO200024778-A1,2000,English,0,World,WO
4643," Preparation and identification of polytopic peptide, useful e.g. therapeutically and for detecting antigens or antibodies, by linking fragments of a protein and testing for specific binding.",DE19831429-A1,2000,,3,World,DE
4644," Exponential amplification of molecular matrices, useful for chemical evolution of e.g. peptides or nucleic acids, by synthesizing copies of immobilized matrices.",DE19848403-A1,2000,German,3,World,DE
4645," Exponential amplification of molecular matrices, useful for chemical evolution of e.g. peptides or nucleic acids, by synthesizing copies of immobilized matrices.",WO200023616-A2,2000,German,7,World,WO
4646," New genes encoding proteins involved in a plant polysaccharide biosynthetic pathway, useful for modulating or altering the polysaccharide content, composition or structure of the plant.",WO200022092-A2,2000,English,1,World,WO
4647," Novel polyncleotide encoding enzymes involved in lignin-biosynthetic pathway useful for producing transgenic plants especially eucalyptus and pine species having altered lignin content, composition and structure.",WO200022099-A1,2000,English,3,World,WO
4648, Ashbya gossypii nucleotide and protein sequences useful for identifying fungal growth inhibitors.,WO200022133-A1,2000,English,3,World,WO
4649," Identifying trypanosome-binding nucleic acids and related peptides, useful for treatment and diagnosis of trypanosomal infections comprises treating a nucleic acid with trypanosomes.",DE19846077-A1,2000,,2,World,DE
4650," Use of zinc finger peptides for cleaving nucleic acids, particularly single stranded RNA, useful in diagnostic, therapeutic and research applications.",WO200020622-A1,2000,English,7,World,WO
4651," Nucleic acids comprising a portion of a long intergenic region of a geminivirus genome and a sequence comprising a geminiviral replicase gene, useful for amplifying a gene of interest and overproducing a protein of interest in plants.",WO200020557-A2,2000,English,9,World,WO
4652," New synthetic antigenic peptide epitopes related to insulin-like growth factor receptor, useful as vaccines against tumor cells expressing cell surface tumor antigen.",WO200020457-A1,2000,English,2,World,WO
4653, Amorphous polymeric binder composition for fabricating green parts comprises methacrylate copolymer with alternately placed quaternary carbons and a termonomer adhesion promoter.,US6048954-A,2000,English,7,World,US
4654," Glycoconjugates comprising at least one carbohydrate group associated with a peptide constituent of aglyco 10B, useful in prevention of influenza virus binding to cells, in treatment of schizophrenia and diagnosing chronic viral disease.",WO200018351-A2,2000,English,9,World,WO
4655, Chemiluminescent monomer compound for forming water-soluble polymer has a vinylic monomer having a pendant amide-linked chemiluminescent group.,WO200018850-A1,2000,English,5,World,WO
4656," Chip for analyzing nucleic acid accumulation, useful for monitoring e.g. diagnostic amplification reactions, comprises optical waveguide with microcavity containing immobilized oligonucleotide.",WO200017401-A2,2000,English,4,World,WO
4657," New antibodies useful in detecting apoptosis and diagnosis of conditions such as cancer, specifically recognize the new amino terminus of a protein cleaved by a protease during apoptosis.",WO200017648-A1,2000,English,6,World,WO
4658," Selecting and recovering DNA fragments, useful in parallel sequencing, by capturing restriction fragments on array of probes that recognize terminal sequence.",EP989193-A2,2000,English,7,World,EP
4659," Identifying target nucleic acid sequence in a biological sample useful for diagnosis of genetic disease or chromosomal abnormality, involves using mass spectrometer.",US6043031-A,2000,English,1,World,US
4660," Novel method for genetic modification of a cell, using a synthetic transport entity to direct a nucleic acid sequence of interest to a specific location within or on the cell.",WO200015824-A1,2000,English,3,World,WO
4661," Determining differential display of gene expression, useful for monitoring drug responses at the gene expression level and locating genes involved in a particular response, by comparisons between mono-length cRNA libraries.",WO200014273-A2,2000,English,3,World,WO
4662, Diagnosing chronic mucosal injury such as ulcerative colitis and Crohn's disease comprises detecting expression levels of regenerating gene family and a gene represented by a Hs.111244 polynucleotide in a human body sample.,WO200014283-A2,2000,English,2,World,WO
4663, Prevention of unauthorized duplication of information distributed by a substrate involves distinguishing an anti-piracy characteristic of a designated type of substrate and controlling the availability of its material.,WO200014736-A1,2000,English,2,World,WO
4664," New methods for characterizing mutations in a polynucleotide, useful for detecting polymorphisms use complete n-mer arrays of polynucleotide probes.",JP2000102384-A,2000,Japanese,4,World,JP
4665," Suppressing T cell response to myelin basic protein, useful for treating multiple sclerosis, by administering a peptide containing immunodominant epitope of the protein.",US6036957-A,2000,English,0,World,US
4666," Cytotoxic peptides useful as medicament for treating tumors and bacterial infections, comprises one or more non-genetic bulky and lipophilic amino acids.",WO200012541-A2,2000,English,4,World,WO
4667," New peptide derived from saposin C, useful to treat demyelination, neural degeneration and neurological pain, is circular and thus resistant to proteolytic degradation.",WO200012553-A1,2000,English,5,World,WO
4668," Detecting the presence of a target site in a nucleic acid comprising binding a fluorescently labeled oligonucleotide to the target, useful for diagnosing genetic polymorphisms.",WO200011220-A1,2000,English,2,World,WO
4669," Array for determining linkage of polymorphic forms in target nucleic acid and monitoring expression of mRNA population comprises support having three discrete regions, each containing pool of polynucleotide probes.",WO200011223-A1,2000,English,3,World,WO
4670, New peptides are urokinase-type plasminogen activator receptor (uPAR) antagonists useful for treating urokinase-type plasminogen activator-mediated diseases such as metastasis and inappropriate angiogenesis.,US6030940-A,2000,English,1,World,US
4671, Testing a tissue sample to determine the allelic type of a human leukocyte antigen class I gene comprises amplification of nucleic acid polymers with primers which flank a region including an allelic variation of the HLA class I gene.,US6030775-A,2000,English,0,World,US
4672, Potentiating cytotoxicity of a chemotherapeutic agent (CA) that inflicts genomic lesions on cellular DNA by inducing DNA structure-specific recognition proteins to covalently bind to the CA induced genomic lesions using photo-irradiation.,US6030783-A,2000,English,1,World,US
4673," Analysis of polynucleotides using hybridization assays, useful for providing nucleotide sequences or relative concentrations which can be used in the prediction, diagnosis and treatment of diseases.",WO200009756-A1,2000,English,6,World,WO
4674, Treatment of a cell proliferative disorder by administration of tumor suppressor polypeptide Dpc4 (Smad4) coupled to a nuclear localization factor.,WO200009526-A2,2000,English,8,World,WO
4675," Fluorescent labels comprising a donor and acceptor fluorophore bonded to a polymeric backbone, useful as primers in nucleotide chain extension applications.",US6028190-A,2000,English,4,World,US
4676," Inhibitors of collagen gene useful for treating fibrosis associated with atherosclerosis, restenosis, liver cirrhosis, lung and skin fibrosis, comprises oligomers capable of inhibiting collagen gene.",WO200008213-A1,2000,English,7,World,WO
4677," Detection of target nucleic acids, using ligands to modify hybridization to allow detection of all family members of nucleic acids such as those associated with AIDS virus or oncogenes.",WO200008211-A2,2000,English,2,World,WO
4678," Recombinant production of streptokinase mutants, useful as thrombolytic agents for treating myocardial infarction, that are truncated at the N- or C-terminus.",EP985729-A2,2000,English,4,World,EP
4679," Device comprising an array of molecules used to interrogate samples, for genotype analysis, and molecule interaction monitoring.",WO200006770-A1,2000,English,4,World,WO
4680," Tumor associated antigen peptides, especially derived from uroplakin, useful as vaccines to prevent or cure cancers including breast, bladder, prostate, pancreas, ovary, thyroid, colon and stomach.",WO200006723-A1,2000,English,3,World,WO
4681," Construction of oligonucleotide matrices, useful for producing arrays which can be used for identifying target nucleic acids in samples.",WO200007022-A1,2000,English,5,World,WO
4682," Therapeutic agent for treating transcription factor-related illnesses such as proliferative malignancies, comprises an oligonucleotide for regulating transcription factor function.",WO200006696-A2,2000,English,3,World,WO
4683," Attachment of polynucleotides, through the 5' or 3' end, to preselected materials such as insoluble matrices or solid supports using a linking agent.",US6022714-A,2000,English,5,World,US
4684, Biodegradable composition for reducing corrosion and inhibiting scale formation on metallic surfaces comprises modified aspartic acid polymer.,US6022401-A,2000,English,2,World,US
4685," New nucleic acid, useful for diagnosis and treatment of reduced sperm count, is derived from the human DAZ or DAZH genes.",US6020476-A,2000,English,0,World,US
4686," New bivalent binding molecule used for treating or diagnosing e.g. inflammation and neurological diseases, comprises two binding domains for different epitopes of a G-protein coupled receptor.",WO200004184-A1,2000,English,8,World,WO
4687, Oligonucleotide probes comprise contiguous overlapping common sequence for sequencing entire genomes by hybridization.,US6018041-A,2000,English,0,World,US
4688, New macrocyclic compounds for inhibiting HIV growth - obtainable from new Streptomyces aburaviensis Mer-5504 (FERM P-16648) and useful for treating AIDS.,JP2000026468-A,2000,Japanese,9,World,JP
4689, Isolated nucleic acid encoding a polypeptide with cytokine synthesis inhibitory factor activity is useful for production of the polypeptide.,US6018036-A,2000,English,1,World,US
4690, Depleting plasma methionine levels for the treatment of cancer by inducing cell death and potentiating the effects of chemotherapeutic agents.,US6017962-A,2000,English,3,World,US
4691," Determining the contribution of a polynucleotide to a hybridization signal, used for determining the relatedness of polynucleotide species.",WO200003039-A1,2000,English,1,World,WO
4692," New polypeptide useful as a receptor agonist or antagonist in treating wounds and promoting angiogenic capability, and as a model for designing small molecules with agonist or antagonist activity.",WO200003245-A1,2000,English,3,World,WO
4693, Novel methods for analyzing nucleotide sequences using mass spectroscopy using mixture or set of sub-mixtures comprising natural and mass-modified X-mer precursors.,WO200003038-A2,2000,English,7,World,WO
4694," DNA sequencing, amplification and synthesis methods, using mutant forms of Thermotoga neapolitana polymerase with reduced exonuclease activity or reduced discrimination against dideoxynucleotides.",US6015668-A,2000,English,5,World,US
4695," Novel viral-derived peptides used for the detection of human immunodeficiency virus (HIV) infection, particularly HIV-2 infection.",WO200001719-A2,2000,English,6,World,WO
4696, Use of papillomavirus E2 protein peptidomimetics for treating papillomavirus-infected cells and papillomavirus-induced conditions in mammals by inhibiting E1-E2 interaction.,WO200001720-A2,2000,English,9,World,WO
4697, Method of determining nucleic acid sequence used in cloning and sequence analysis comprises formation of a complementary strand by ligation of short labeled oligonucleotides and identification of the bound labels.,US6013456-A,2000,English,1,World,US
4698," Base-by-base sequencing of nucleic acids, useful e.g. for fingerprinting, by ligating encoded adaptors to target sequence and identifying the adaptor from binding to tag complement.",US6013445-A,2000,English,1,World,US
4699, New uridine derivatives active as protease inhibitors for controlling HIV and AIDS.,WO200000631-A1,2000,Japanese,0,World,WO
4700," Biopolymeric composition for detecting analytes e.g. pathogens, proteins or enzymes, comprises biopolymeric material that changes color in presence of analyte.",WO9967423-A1,1999,English,5,World,WO
4701, Novel screening system used to screen for effector peptides that can act as agonists or antagonists.,WO9967375-A2,1999,English,8,World,WO
4702, Novel polysaccharide obtained from marine bacteria Altermonas macleodii.,WO9967411-A1,1999,French,6,World,WO
4703," Electrochemical energy storage device for use in portable electronic equipment, e.g. cellular phones, laptop computers, consumer electronics and power tools.",WO9966572-A1,1999,English,6,World,WO
4704," Overexpression of bioelastic polypeptides, in prokaryotic cells, exhibiting an inverse temperature transition.",US6004782-A,1999,English,2,World,US
4705, Detecting sequence similarity between two nucleic acids by hybridization to short oligomers.,US6001562-A,1999,English,3,World,US
4706, Isolated polynucleotides encoding a novel bacterial response regulator protein are useful in the treatment and diagnosis of bacterial infections.,US6001600-A,1999,English,1,World,US
4707, Novel methods for treating kidney disorders using and alpha1beta1 integrin receptor inhibitors and TGF-beta1 inhibitors.,WO9961040-A2,1999,English,3,World,WO
4708, New cytokine resistant cytomegalovirus promoter mutants useful in gene therapy protocols.,WO9961472-A1,1999,English,0,World,WO
4709," Binding nucleic acids to phospholipid membranes, particularly for altering membrane permeability.",WO9961460-A1,1999,English,6,World,WO
4710, Stiffness-treated fabrics for use as starting materials for the manufacture of honeycomb sandwich structures.,WO9961233-A2,1999,English,9,World,WO
4711," Detecting target nucleic acid sequence, for, e.g. identifying antisense therapeutics.",WO9961665-A2,1999,English,6,World,WO
4712," New dendrimer compositions, used in hybridization assays for the detection of target nucleic acids.",WO9961662-A1,1999,English,4,World,WO
4713," Selecting single molecules for detecting and identifying useful synthetic nucleotides e.g. aptamers, ribozymes, catalytic DNA etc.",WO9960169-A1,1999,English,6,World,WO
4714," Novel peptides, useful in medicament for treating hematological, immune system and bone diseases, tumors and autoimmune diseases.",WO9960013-A2,1999,English,6,World,WO
4715," New neovascularization inhibitors useful for treating rheumatoid arthritis, solid cancers, arteriosclerosis, diabetic retinopathy, hemangioma or psoriasis.",WO9960000-A1,1999,Japanese,1,World,WO
4716," Antisense oligonucleotides to human c-kit gene, useful for treating hematological neoplasms, malignant melanoma, testicular or ovarian tumors.",US5989849-A,1999,English,4,World,US
4717," Identifying compounds which modulate activity of target biomolecules, used to provide compounds which can be used as pharmacological, agricultural and industrial compounds.",WO9958947-A2,1999,English,4,World,WO
4718, Detection and assay of specific single-strand DNA sequences using carrier-bound DNA probe.,WO9958716-A1,1999,Japanese,3,World,WO
4719," Antisense molecules directed against nucleic acid encoding human CD40, for treating e.g. immune, inflammatory or hyperproliferative diseases.",WO9957320-A1,1999,English,1,World,WO
4720," Isolating nucleic acid from samples by binding to array of immobilized, random capture probes.",DE19819889-A1,1999,German,7,World,DE
4721," System for specific binding assays based on forming conductive bridge between electrodes and measurement of conductance, particularly for nucleic acid and proteins, e.g. for diagnosis.",WO9957550-A1,1999,English,9,World,WO
4722, Method for treating disease or symptoms of a disease mediated by a caspase.,WO9957273-A2,1999,English,5,World,WO
4723, Novel T-cell epitopes from tyrosine phosphatase IA-2 used for assessing risk of developing type I diabetes.,WO9955849-A1,1999,English,7,World,WO
4724, Novel method of isolating target specific oligonucleotide ligands used to identify specific oligonucleotide aptamers to erythropoietin.,WO9954506-A1,1999,English,7,World,WO
4725," Method for reducing nonspecific binding of target molecule to immobilized array of oligonucleotide probes, useful in diagnosis and drug screening.",WO9954509-A1,1999,English,3,World,WO
4726," Self-contained system for decomposing nitrous oxide, for e.g. fire fighters, consists of a storage tank, throttling device, thermal reactor and second throttling device.",WO9953983-A1,1999,English,7,World,WO
4727, Modified non-human protease having reduced allergenicity.,WO9953078-A2,1999,English,6,World,WO
4728," New mutant proteins having lower allergenic response in humans useful in cleaning compositions, animal feed and treating textiles.",WO9953038-A2,1999,English,2,World,WO
4729," Detecting a pathogenic fungus in cucumbers, pumpkins and gourds using recombinant techniques.",EP950719-A2,1999,English,9,World,EP
4730," New diagnostic system, useful for determining the presence of genotoxic compound in sample.",EP950717-A1,1999,English,1,World,EP
4731," Hair tonic materials for cosmetics - comprises Clerodendron trichotomum Thunb., Nothopanax scutellarium Mer., Aleuritesmoluccana Willd., Melaleuca leucadendra L. and/or Elaeagnus glabra Thunb..",JP11286414-A,1999,Japanese,7,World,JP
4732, Polymer-electrode useful for detecting nucleic acid hybridization and detection of proteins.,US5968745-A,1999,English,0,World,US
4733, Identifying bases in nucleic acids.,US5968740-A,1999,English,9,World,US
4734, Use of extracorporeal cell systems infected with hepatitis C virus in the detection of an anti-HCV antibody.,US5968775-A,1999,English,1,World,US
4735, Nucleic acids encoding mammalian analogs of the RAD1 gene useful for diagnosing and treating disorders characterized by or utilizing a loss of cell cycle checkpoint control or by increased sensitivity to DNA-damaging agents.,CA2268457-A1,1999,English,0,World,CA
4736," Oligonucleotides useful for nucleic acid hybridization, detection, amplification and synthesis reactions, used in gene mapping and disease screening.",WO9951775-A1,1999,English,0,World,WO
4737," Hybridization process using oligonucleotide primer or probe that is conjugated to minor groove binder, e.g. for amplification reactions or assays for mutations.",WO9951621-A2,1999,English,4,World,WO
4738, Antisense polynucleotides for human telomerase reverse transcriptase used for diagnosing or treating cancer.,WO9950279-A1,1999,English,0,World,WO
4739," New aptamers that inhibit growth, viability or virulence of organisms, potentially useful as antibacterial and antiviral agents.",WO9950462-A1,1999,English,2,World,WO
4740," Nucleic acid amplification involving primer extension preamplification, especially for whole genome amplification.",DE19813317-A1,1999,German,3,World,DE
4741, Solid phase assay for identifying candidate agents that inhibit helicase activity.,US5958696-A,1999,English,3,World,US
4742," New antiviral RNA that binds specifically to a picorna virus protein, for preventing rhinovirus, polio and Coxsackie virus infections.",DE19825395-C1,1999,,6,World,DE
4743," New ligands for human erythropoietin receptor, useful for treatment of anemia.",WO9947151-A1,1999,English,7,World,WO
4744, Analyzing differences in nucleic acid sequences.,WO9947706-A1,1999,English,2,World,WO
4745, Oligonucleotides eliciting RNAase H activity useful for diagnosis and treatment of diseases e.g AIDS or atherosclerosis.,US5955589-A,1999,English,4,World,US
4746," A new recombinant Onconase used to treat, e.g. colon cancer.",WO9946389-A1,1999,English,2,World,WO
4747," Methods of detecting post-translational modification level of p53, useful for diagnosis of cancer.",WO9946574-A2,1999,English,9,World,WO
4748," Universal agent for detecting chemical analytes, e.g. antigens, or physical properties, e.g. magnetic fields.",WO9945142-A2,1999,German,5,World,WO
4749," Identifying nucleic acids differentially expressed between two samples, particularly sequences involved in tumor progression.",WO9943844-A1,1999,English,0,World,WO
4750," Identifying antibacterial drugs, by identifying compounds that block the binding of protein subunits of ribonucleic acid polymerase.",WO9943338-A1,1999,English,5,World,WO
4751," New bioreagents comprising dendrimers, used for bioassays such as DNA assays, immunoassays or protein-ligand interactions.",WO9943287-A2,1999,English,2,World,WO
4752," Electroluminescent polymers useful in electroluminescent devices e.g. light-emitting diodes and electrochemical cells, thin film transistors, photodetectors, electrochemical cells and solar cells.",US5945502-A,1999,English,9,World,US
4753, Safety test method of a retrovirus vector - useful for gene therapy.,JP11225764-A,1999,,7,World,JP
4754," Polyamide nanocomposite composition is useful for automotive, electronic, film and fiber applications.",WO9941299-A1,1999,English,5,World,WO
4755," Performing nucleic acid extension reaction in presence of osmoprotectant, e.g. proline, particularly for sequencing and amplification - increases stability of polymerase and reduces melting temperature of template or primer.",WO9941410-A1,1999,English,9,World,WO
4756," Composition for treating osseous defects e.g. traumatic bone loss, congenital insufficiency and/or malformations.",WO9939724-A1,1999,English,1,World,WO
4757, Separating differential expression genes.,CN1225391-A,1999,Chinese,,China,CN
4758, Improved peptide antigens for HIV diagnostic testing and therapy.,WO9938887-A1,1999,English,3,World,WO
4759, Process is used for selectively hydrogenating a block copolymer.,WO9938895-A1,1999,English,6,World,WO
4760," Production of cytotoxic heteromeric protein combinatorial libraries, useful for ability to specifically bind to and kill a target cell.",WO9940185-A1,1999,English,1,World,WO
4761," New low molecular weight thrombopoietin agonists, particularly peptides, for treatment of hematological disease and thrombocytopenia.",US5932546-A,1999,English,6,World,US
4762, Recombinant iduronate 2-sulfatase useful for treating Hunters syndrome.,US5932211-A,1999,English,4,World,US
4763," Detecting analyte using liposomes that contain signal generators activated by interaction by analyte and activator, e.g. for detecting explosives and microorganisms.",WO9938009-A1,1999,English,0,World,WO
4764," Nucleic acid amplification method, allows for rapid and inexpensive construction of genes, gene libraries, plasmids and viral genomes.",US5928905-A,1999,English,3,World,US
4765," Analyzing target nucleic acids, used for diagnostics, forensics, gene mapping, identifying mutations and to assess biodiversity.",WO9936567-A2,1999,English,1,World,WO
4766," Identifying T-cell stimulating fragments of antigenic proteins or peptides, useful as immunostimulants for vaccination or desensitization.",WO9936568-A2,1999,German,1,World,WO
4767," Identifying peptides that bind to the surface of bacterial spores by biopanning phage-display library, useful as vaccines and diagnostic agents.",WO9936081-A1,1999,English,2,World,WO
4768, Compositions for treating hepatitis C virus infections.,US5922857-A,1999,English,6,World,US
4769, Multilayer structure used as food packaging films.,WO9933653-A1,1999,English,2,World,WO
4770," Pin for synthesis and detection of nucleic acid has tip coated with chemical able to capture nucleic acid, for subsequent manipulation.",WO9934214-A1,1999,English,1,World,WO
4771, Isolation of a peptide which immunologically mimics a portion of a Group B Streptococci.,WO9933969-A1,1999,English,1,World,WO
4772," Production of antibody catalysts, useful as anti-virals, anti-cancer agents, anti-thrombotics, and general enzymes.",WO9933968-A1,1999,Japanese,4,World,WO
4773, Screening of all possible oligonucleotides in a library.,DE19757950-A1,1999,,6,World,DE
4774, New phosphatase inhibitor protein useful for treating proliferative diseases including cancer.,US5916749-A,1999,English,0,World,US
4775," New hyaluron binding peptides, useful for treating and preventing cancer and conditions associated with tissue fibrosis.",EP950708-A2,1999,English,0,World,EP
4776, New conductive metal-containing nucleic acid duplexes.,WO9931115-A1,1999,English,4,World,WO
4777, Multi-zone polymerase/ligase chain reactions.,US5912129-A,1999,English,1,World,US
4778," Reagent for nucleic acid sequencing by primer extension, used to detect mutations and to diagnose infectious or genetic diseases.",WO9927137-A1,1999,English,7,World,WO
4779, Chimeric antisense oligonucleotides against tumor necrosis factor alpha useful for treating inflammatory skin disorders.,WO9927086-A1,1999,English,9,World,WO
4780, Detecting disease-associated alleles using continuous/contiguous stacking hybridization as a diagnostic tool.,US5908745-A,1999,English,6,World,US
4781, FtsH C-terminally targeted competitive binding inhibitor.,WO9925733-A2,1999,English,1,World,WO
4782, Ceramic materials precursor material.,GB2331517-A,1999,English,3,World,GB
4783, A method of multiple sequential polynucleotide displacement reactions for signal amplification and processing generation.,WO9924612-A2,1999,English,5,World,WO
4784, Functional classification of protein capable of unfolding due to thermal change.,WO9924050-A1,1999,English,1,World,WO
4785, MUC-1 mucin derivatives useful in cancer therapy.,WO9923114-A1,1999,English,5,World,WO
4786, New isolated benzylalcohol acetyl transferase.,WO9923226-A1,1999,English,0,World,WO
4787, De novo sequencing method useful for sequencing viral and bacterial genomes.,WO9922025-A1,1999,English,0,World,WO
4788," New polymers, particularly for use as hybridization probes.",WO9921881-A1,1999,English,7,World,WO
4789, Low-toxicity human interferon alpha analogs.,WO9920653-A1,1999,English,2,World,WO
4790, Food package of a cook-in film enclosing a meat product in an aqueous medium.,US5895587-A,1999,English,4,World,US
4791, Oligonucleotide analog compositions capable of coupling to form antisense molecules.,WO9918238-A1,1999,English,1,World,WO
4792, Peptide agonists of apolipoprotein A-I.,WO9916458-A1,1999,English,3,World,WO
4793, Peptide agonists of apolipoprotein A-I.,WO9916408-A2,1999,English,4,World,WO
4794, Peptide agonists of apolipoprotein A-I.,WO9916459-A1,1999,English,9,World,WO
4795, Inhibiting activation of NFkappaB with curcumin used for treatment of e.g. septic shock or guest versus host reaction.,US5891924-A,1999,English,1,World,US
4796, New antisense oligonucleotides directed against thymidylate synthase.,WO9915648-A1,1999,English,3,World,WO
4797, Production of target polypeptide as fusion with penI protein.,US5888775-A,1999,English,6,World,US
4798, Analysis of DNA tandem nucleotide repeat alleles by extending a target nucleic acid using primers and analysis by mass spectrometry.,WO9914375-A2,1999,English,5,World,WO
4799, Synthesis of replication competent double-stranded polynucleotides.,WO9914318-A1,1999,English,9,World,WO
4800," Method for affinity cross-linking peptide to antibody, involves checking crosslinking site is located away from antigen binding site.",WO9914244-A1,1999,English,3,World,WO
4801," Rapid synthesis of cDNA containing 5-terminal sequence of full-length mRNA with cap structure from mRNA sample, used for, e.g. study of pathogenesis.",WO9914364-A1,1999,Japanese,6,World,WO
4802, Isolated peptides that bind to human leucocyte antigen class II molecules.,WO9914326-A1,1999,English,8,World,WO
4803, New isolated Candida albicans protein with integrin-like motifs.,US5886151-A,1999,English,1,World,US
4804, Identifying compounds that alter interaction of double-stranded RNA with proteins.,WO9913338-A1,1999,English,4,World,WO
4805, New chemokine peptides and mimetics.,WO9912968-A2,1999,English,7,World,WO
4806, Compounded oil composition for oil clay - comprises refined mineral oil containing polycyclic aromatic compound and ester of fatty acid with glycerine or ester of sorbitan with fatty acid.,JP11071524-A,1999,Japanese,6,World,JP
4807, New assays for the detection of analytes - using a porous semiconductor substrate having a binder compound associated with it and using Fabry-Perot fringe wavelength measurement.,WO9912035-A1,1999,English,1,World,WO
4808, Oligonucleotide probes bearing quenchable fluorescent labels.,WO9911813-A2,1999,English,8,World,WO
